462,1,466,374,10,9,0,-1,0,0
462,2,473,383,10,11,0,-1,0,0
463,1,468,374,10,9,0,-1,0,0
463,2,478,385,9,8,0,-1,0,0
464,1,472,374,11,11,0,-1,0,0
464,2,479,384,8,9,0,-1,0,0
465,1,471,376,12,9,0,-1,0,0
465,2,480,386,11,10,0,-1,0,0
466,1,474,376,13,10,0,-1,0,0
466,2,483,386,10,9,0,-1,0,0
467,1,476,377,12,8,0,-1,0,0
467,2,485,386,10,11,0,-1,0,0
468,1,477,373,14,12,0,-1,0,0
468,2,486,386,11,9,0,-1,0,0
469,1,477,375,16,10,0,-1,0,0
469,2,487,387,11,10,0,-1,0,0
470,1,480,374,11,12,0,-1,0,0
470,2,489,386,9,12,0,-1,0,0
471,1,480,375,11,11,0,-1,0,0
471,2,489,386,12,13,0,-1,0,0
472,1,480,377,14,10,0,-1,0,0
472,2,490,387,13,10,0,-1,0,0
473,1,484,377,12,10,0,-1,0,0
473,2,494,388,11,9,0,-1,0,0
474,1,484,376,14,12,0,-1,0,0
474,2,493,388,15,12,0,-1,0,0
475,1,486,374,15,13,0,-1,0,0
475,2,494,388,14,14,0,-1,0,0
476,1,487,376,15,13,0,-1,0,0
476,2,495,389,17,13,0,-1,0,0
477,1,490,377,13,13,0,-1,0,0
477,2,500,389,11,11,0,-1,0,0
478,1,490,376,14,13,0,-1,0,0
478,2,502,388,13,13,0,-1,0,0
479,1,495,378,12,13,0,-1,0,0
479,2,504,389,10,13,0,-1,0,0
480,1,498,380,12,10,0,-1,0,0
480,2,507,391,10,10,0,-1,0,0
481,1,498,379,13,12,0,-1,0,0
481,2,508,389,10,11,0,-1,0,0
482,1,499,378,11,12,0,-1,0,0
482,2,509,391,12,11,0,-1,0,0
483,1,501,380,12,12,0,-1,0,0
483,2,512,390,10,13,0,-1,0,0
484,1,503,380,15,13,0,-1,0,0
484,2,515,393,9,11,0,-1,0,0
485,1,505,381,11,11,0,-1,0,0
485,2,515,392,11,13,0,-1,0,0
486,1,504,378,15,15,0,-1,0,0
486,2,516,392,12,10,0,-1,0,0
487,1,509,383,12,10,0,-1,0,0
487,2,518,394,12,10,0,-1,0,0
488,1,510,381,17,13,0,-1,0,0
488,2,520,394,13,13,0,-1,0,0
489,1,514,383,14,10,0,-1,0,0
489,2,522,392,12,15,0,-1,0,0
490,1,516,384,14,12,0,-1,0,0
490,2,526,395,10,12,0,-1,0,0
491,1,518,385,13,11,0,-1,0,0
491,2,527,395,10,11,0,-1,0,0
492,1,520,382,13,11,0,-1,0,0
492,2,530,394,13,13,0,-1,0,0
493,1,524,385,11,11,0,-1,0,0
493,2,535,395,9,11,0,-1,0,0
494,1,526,383,10,12,0,-1,0,0
494,2,537,394,10,12,0,-1,0,0
495,1,526,381,11,15,0,-1,0,0
495,2,536,396,14,12,0,-1,0,0
496,1,526,384,13,14,0,-1,0,0
496,2,538,396,11,13,0,-1,0,0
497,1,527,384,17,13,0,-1,0,0
497,2,538,397,17,12,0,-1,0,0
498,1,531,384,14,13,0,-1,0,0
498,2,543,396,14,12,0,-1,0,0
499,1,533,386,15,12,0,-1,0,0
499,2,544,398,14,13,0,-1,0,0
500,1,537,386,14,11,0,-1,0,0
500,2,548,398,13,13,0,-1,0,0
501,1,538,387,12,10,0,-1,0,0
501,2,548,399,12,15,0,-1,0,0
502,1,538,388,12,11,0,-1,0,0
502,2,548,399,13,13,0,-1,0,0
