0,1,242,352,14,14,0,-1,0,0
1,1,245,350,14,14,0,-1,0,0
2,1,245,353,12,10,0,-1,0,0
3,1,245,353,13,11,0,-1,0,0
4,1,246,355,14,9,0,-1,0,0
5,1,246,354,14,11,0,-1,0,0
6,1,249,355,12,11,0,-1,0,0
7,1,249,353,13,12,0,-1,0,0
8,1,249,353,13,12,0,-1,0,0
9,1,249,353,13,12,0,-1,0,0
10,1,249,353,13,12,0,-1,0,0
11,1,249,353,13,12,0,-1,0,0
12,1,253,356,13,12,0,-1,0,0
13,1,253,356,13,12,0,-1,0,0
14,1,253,356,13,12,0,-1,0,0
15,1,256,359,13,12,0,-1,0,0
16,1,255,358,13,12,0,-1,0,0
17,1,258,359,13,12,0,-1,0,0
18,1,258,359,13,12,0,-1,0,0
19,1,258,361,13,12,0,-1,0,0
20,1,262,364,13,12,0,-1,0,0
21,1,261,363,13,12,0,-1,0,0
22,1,262,362,13,12,0,-1,0,0
23,1,262,362,13,12,0,-1,0,0
24,1,263,363,13,12,0,-1,0,0
25,1,264,365,13,12,0,-1,0,0
26,1,266,365,13,12,0,-1,0,0
27,1,269,366,13,12,0,-1,0,0
28,1,269,366,13,12,0,-1,0,0
29,1,269,367,13,12,0,-1,0,0
30,1,268,366,13,12,0,-1,0,0
31,1,269,365,13,12,0,-1,0,0
32,1,269,365,13,12,0,-1,0,0
33,1,269,365,13,12,0,-1,0,0
34,1,271,367,13,12,0,-1,0,0
35,1,273,367,13,12,0,-1,0,0
36,1,275,367,13,12,0,-1,0,0
37,1,273,365,13,12,0,-1,0,0
38,1,273,365,13,12,0,-1,0,0
39,1,273,365,13,12,0,-1,0,0
40,1,275,367,13,12,0,-1,0,0
41,1,276,367,13,12,0,-1,0,0
42,1,277,367,13,12,0,-1,0,0
43,1,278,369,13,12,0,-1,0,0
44,1,281,370,13,12,0,-1,0,0
45,1,281,373,13,12,0,-1,0,0
46,1,282,373,13,12,0,-1,0,0
47,1,285,374,13,12,0,-1,0,0
48,1,286,377,13,12,0,-1,0,0
49,1,285,375,13,12,0,-1,0,0
50,1,285,375,13,12,0,-1,0,0
51,1,285,376,13,12,0,-1,0,0
52,1,286,377,13,12,0,-1,0,0
53,1,288,377,13,12,0,-1,0,0
54,1,291,379,13,12,0,-1,0,0
55,1,292,380,13,12,0,-1,0,0
56,1,292,381,13,12,0,-1,0,0
57,1,292,381,13,12,0,-1,0,0
58,1,293,382,13,12,0,-1,0,0
59,1,295,382,13,12,0,-1,0,0
60,1,298,384,13,12,0,-1,0,0
61,1,297,384,13,12,0,-1,0,0
62,1,297,384,13,12,0,-1,0,0
63,1,297,384,13,12,0,-1,0,0
64,1,299,385,13,12,0,-1,0,0
65,1,300,385,13,12,0,-1,0,0
66,1,301,386,13,12,0,-1,0,0
67,1,302,387,13,12,0,-1,0,0
68,1,302,388,13,12,0,-1,0,0
69,1,304,389,13,12,0,-1,0,0
70,1,307,389,13,12,0,-1,0,0
71,1,311,391,13,12,0,-1,0,0
72,1,311,391,13,12,0,-1,0,0
73,1,311,391,13,12,0,-1,0,0
74,1,313,391,13,12,0,-1,0,0
75,1,313,391,13,12,0,-1,0,0
76,1,313,391,13,12,0,-1,0,0
77,1,314,394,13,12,0,-1,0,0
78,1,315,394,13,12,0,-1,0,0
79,1,319,394,13,12,0,-1,0,0
80,1,318,396,13,12,0,-1,0,0
81,1,318,395,13,12,0,-1,0,0
82,1,320,395,13,12,0,-1,0,0
83,1,320,394,13,12,0,-1,0,0
84,1,320,396,13,12,0,-1,0,0
85,1,322,397,13,12,0,-1,0,0
86,1,323,397,13,12,0,-1,0,0
87,1,325,398,13,12,0,-1,0,0
88,1,327,400,13,12,0,-1,0,0
89,1,327,399,13,12,0,-1,0,0
90,1,330,400,13,12,0,-1,0,0
91,1,330,401,13,12,0,-1,0,0
92,1,331,401,13,12,0,-1,0,0
93,1,333,402,13,12,0,-1,0,0
94,1,334,404,13,12,0,-1,0,0
95,1,335,405,13,12,0,-1,0,0
96,1,338,407,13,12,0,-1,0,0
97,1,338,408,13,12,0,-1,0,0
98,1,339,410,13,12,0,-1,0,0
99,1,341,411,13,12,0,-1,0,0
100,1,343,413,13,12,0,-1,0,0
101,1,343,413,13,12,0,-1,0,0
102,1,345,414,13,12,0,-1,0,0
103,1,345,414,13,12,0,-1,0,0
104,1,348,416,13,12,0,-1,0,0
105,1,350,417,13,12,0,-1,0,0
106,1,349,416,13,12,0,-1,0,0
107,1,351,418,13,12,0,-1,0,0
108,1,351,419,13,12,0,-1,0,0
109,1,352,421,13,12,0,-1,0,0
110,1,353,423,13,12,0,-1,0,0
111,1,355,425,13,12,0,-1,0,0
112,1,356,426,13,12,0,-1,0,0
113,1,359,428,13,12,0,-1,0,0
114,1,359,428,13,12,0,-1,0,0
115,1,360,430,13,12,0,-1,0,0
116,1,363,431,13,12,0,-1,0,0
117,1,364,433,13,12,0,-1,0,0
118,1,365,432,13,12,0,-1,0,0
119,1,368,425,13,12,0,-1,0,0
120,1,371,404,13,12,0,-1,0,0
121,1,372,378,13,12,0,-1,0,0
122,1,375,347,13,12,0,-1,0,0
123,1,376,320,13,12,0,-1,0,0
124,1,377,306,13,12,0,-1,0,0
125,1,378,303,13,12,0,-1,0,0
126,1,379,304,13,12,0,-1,0,0
127,1,382,306,13,12,0,-1,0,0
128,1,384,306,13,12,0,-1,0,0
129,1,384,308,13,12,0,-1,0,0
130,1,384,307,13,12,0,-1,0,0
131,1,385,307,13,12,0,-1,0,0
132,1,390,309,13,12,0,-1,0,0
133,1,393,311,13,12,0,-1,0,0
134,1,396,311,13,12,0,-1,0,0
135,1,396,312,13,12,0,-1,0,0
136,1,396,312,13,12,0,-1,0,0
137,1,396,313,13,12,0,-1,0,0
138,1,396,314,13,12,0,-1,0,0
139,1,399,316,13,12,0,-1,0,0
140,1,400,316,13,12,0,-1,0,0
141,1,401,317,13,12,0,-1,0,0
142,1,405,319,13,12,0,-1,0,0
143,1,406,321,13,12,0,-1,0,0
144,1,406,321,13,12,0,-1,0,0
145,1,410,322,13,12,0,-1,0,0
146,1,417,325,13,12,0,-1,0,0
147,1,420,325,13,12,0,-1,0,0
148,1,417,326,13,12,0,-1,0,0
149,1,413,327,13,12,0,-1,0,0
150,1,410,328,13,12,0,-1,0,0
151,1,410,329,13,12,0,-1,0,0
152,1,408,328,13,12,0,-1,0,0
153,1,394,329,13,12,0,-1,0,0
154,1,368,330,13,12,0,-1,0,0
155,1,332,331,13,12,0,-1,0,0
156,1,292,330,13,12,0,-1,0,0
157,1,249,332,13,12,0,-1,0,0
158,1,211,331,13,12,0,-1,0,0
159,1,181,333,13,12,0,-1,0,0
160,1,167,336,13,12,0,-1,0,0
161,1,160,336,13,12,0,-1,0,0
162,1,161,336,13,12,0,-1,0,0
163,1,161,338,13,12,0,-1,0,0
164,1,164,340,13,12,0,-1,0,0
165,1,167,341,13,12,0,-1,0,0
166,1,167,342,13,12,0,-1,0,0
167,1,172,343,13,12,0,-1,0,0
168,1,172,343,13,12,0,-1,0,0
169,1,176,346,13,12,0,-1,0,0
170,1,179,348,13,12,0,-1,0,0
171,1,180,349,13,12,0,-1,0,0
172,1,182,352,13,12,0,-1,0,0
173,1,187,356,13,12,0,-1,0,0
174,1,190,357,13,12,0,-1,0,0
175,1,192,359,13,12,0,-1,0,0
176,1,196,362,13,12,0,-1,0,0
177,1,198,365,13,12,0,-1,0,0
178,1,201,365,13,12,0,-1,0,0
179,1,203,366,13,12,0,-1,0,0
180,1,206,369,13,12,0,-1,0,0
181,1,209,371,13,12,0,-1,0,0
182,1,211,372,13,12,0,-1,0,0
183,1,213,373,13,12,0,-1,0,0
184,1,215,375,13,12,0,-1,0,0
185,1,216,375,13,12,0,-1,0,0
186,1,221,378,13,12,0,-1,0,0
