57,-4.5
54.5,-5
55,-4.5
54.5,-4.5
54,-5
53,-5
53.5,-4.5
53,-4
54,-3.5
53,-4
53,-4
53,-3.5
53,-4
52,-4
53,-3
50.5,-3.5
51.5,-3
50,-3
50.5,-4
50.5,-3
50.5,-3.5
49,-2.5
49,-2.5
49,-2.5
49,-3
48.5,-2
48.5,-1
48,-1.5
48,-1.5
48.5,-1
48.5,-1
47,-1.5
46.5,-1.5
46,-1.5
45.5,-1
45.5,-1.5
45.5,-0.5
46,-0.5
46.5,0
46.5,0
46,-1
45.5,1
44.5,0
44.5,0
44,0.5
43,0
43,0
42.5,0.5
43,0
42,1
41.5,0
41.5,0
41,0
40,1
40.5,1
40.5,0.5
40,1.5
39.5,1.5
39.5,1.5
39,1.5
39,1.5
38.5,1.5
39,2.5
38.5,2.5
38.5,2.5
38,3
39,3.5
37.5,3
37.5,3.5
37,3.5
37,4
37,4
37,3.5
36,4
36,4
36,4
35.5,3.5
35,4.5
35,4
34.5,4.5
34.5,4
34.5,5.5
34.5,4.5
34,4.5
34,5.5
33,5
33,4.5
32.5,5.5
32.5,5
32.5,5.5
32,5.5
31,5.5
32,6
31.5,6
31,6
30,6.5
30,5.5
29.5,5.5
29.5,6
29,5.5
29,5.5
28.5,6
28,6
27.5,6
28,6
27.5,6.5
27.5,6.5
27,7
27.5,7
26.5,6
26.5,6.5
26.5,7
26.5,7
25,6.5
26,7
26,7.5
25.5,7.5
25.5,7
25,7.5
24.5,8
25,8
24,8
24,8
23.5,8
24,8.5
23,8
22.5,8.5
23,9
23,9
22,9
22.5,9
22,9.5
22,9
21.5,10
21,10.5
21.5,9.5
21.5,10
21.5,10
21.5,10
21.5,11
22,10.5
22,11
21,11
21,11
21,10.5
20.5,11.5
21,11
20,11.5
21,12
20.5,11.5
20.5,11.5
20.5,11.5
20,12
19,12.5
20,12.5
20,12.5
20.5,12.5
19,12.5
19,13
20,13
19.5,13.5
19.5,13
18.5,13.5
18.5,13.5
18.5,13.5
18,14
18,13.5
18.5,14
18,14
17,15
17,14
17,14.5
17.5,14
17,15
17,14
16.5,15
16.5,15
16,15
16,15
16,15.5
15.5,14.5
16.5,15.5
16.5,14.5
16,15.5
16,15
16,15
16,15.5
15.5,15.5
15.5,16
15,16
15,16
14.5,16
14.5,15.5
13.5,16.5
13.5,16
13,16
13.5,15.5
13.5,16.5
14,16.5
13.5,16.5
13.5,16.5
13.5,16.5
13,17
12.5,17
12.5,16.5
12.5,17
12.5,16.5
12.5,17
12.5,17.5
12,17
12,17
12,17.5
12.5,17
11.5,17.5
12,17
11,17.5
11.5,17.5
10.5,17.5
10.5,18
10,17
9.5,17.5
9.5,18
9.5,17
10,17.5
10,17.5
8.5,18
9,17
9,18
9,17
8.5,17.5
9,18
9,17.5
9,17.5
8.5,17
8,17
7.5,17
8,17
7,17.5
7.5,17.5
7,16.5
7,17
7,17
7,17.5
6.5,17.5
7,18
6.5,17
6,17
5.5,17.5
5.5,17.5
6,17.5
6,17
6,17
6,17
5,16.5
5.5,16.5
5,16.5
4.5,16.5
4,15.5
4,16
3,15.5
3.5,15.5
3.5,15.5
3.5,15.5
3,16
3.5,15
3.5,16
3.5,16
3,16
3,16
2.5,15
2.5,16
2,15.5
1.5,15.5
1.5,15
1,14
0.5,15
1,14
1,14
0.5,14.5
1,14.5
1,15
0,14.5
0,14.5
0,14
0.5,14
-0.5,14.5
-0.5,13.5
-0.5,14
-0.5,14
-1,13.5
-1,14
-1.5,14
-1,14
-1.5,14
-2,14
-1,13.5
-1.5,13.5
-3,13
-3,13.5
-4,13.5
-3,13.5
-2.5,13.5
-3,13
-3,13.5
-3.5,13.5
-4,13.5
-4,13
-5,13
-4,12.5
-4,13
-4,13
-4,13
-4,13
-6.5,12
-5.5,13.5
-5.5,13
-5.5,13
-6,13
-5.5,13.5
-6,13.5
-6,13.5
-6,13.5
-6,13
-6,14
-6,13.5
-7,13.5
-7,13.5
-7,13
-7,13.5
-7.5,13.5
-8,13.5
-7.5,13
-7.5,13
-8,14
-7.5,13
-7.5,14
-8.5,13.5
-8.5,13
-10,13
-9.5,13
-9.5,13
-9.5,13
-9,13
-9.5,12.5
-9.5,13
-10,13.5
-10,13
-10.5,13
-10.5,13
-10.5,13.5
-10,12
-10.5,13
-11.5,13
-12,12
-11.5,12.5
-12,12
-11.5,12
-12.5,11.5
-12,11.5
-12.5,12
-12,12
-13.5,11
-13,11.5
-13,11.5
-13,11.5
-13.5,11
-13,11.5
-13.5,11
-13.5,11.5
-14,11
-14,11
-14,11
-13.5,10.5
-13.5,11
-13,11
-13,11
-13,11
-13.5,11
