86,-26
86.5,-26.5
88,-24.5
89,-22.5
87.5,-25
88.5,-24.5
89,-24
89.5,-22.5
90.5,-23.5
90.5,-23.5
90,-24.5
91,-23
92,-23.5
91.5,-23
91,-22
91.5,-22
91.5,-23
90.5,-23
92,-22
93.5,-21.5
92,-21.5
92.5,-21
94,-20
94,-19.5
94,-19
94,-19
94,-18.5
94.5,-18.5
95,-17.5
95.5,-17.5
95,-17.5
96,-17.5
95.5,-18
95.5,-17.5
96,-17.5
96,-17.5
95.5,-17
96.5,-17
98,-16
96.5,-16
97,-16
97.5,-15.5
97.5,-16
98.5,-16
98,-14.5
98.5,-14
100.5,-14
100.5,-14
100.5,-14.5
101,-15
101.5,-15
101.5,-15
102,-14.5
102.5,-14
102.5,-14.5
103,-14.5
103,-14.5
103,-14.5
103.5,-14
104,-14
104.5,-13.5
104.5,-13.5
104.5,-12.5
105,-12
105,-12
104,-12
105.5,-11.5
105.5,-11.5
106,-11.5
106.5,-11.5
106.5,-11.5
106.5,-11.5
107,-12
107.5,-12
107.5,-11.5
108,-12
108.5,-11
113.5,-13
110,-5.5
109.5,-5.5
110.5,-5
108.5,2
111,2
110,2
111.5,3
109.5,5.5
110,6
110,6
110.5,6.5
110.5,7.5
111,8
110.5,8.5
111,6.5
110,6.5
110,6.5
110.5,6.5
110,7
