-57.5,21
-57.5,20
-58,20
-58,20
-58,21
-58,20.5
-58,20
-57.5,19.5
-57.5,19.5
-57.5,19
-57,19.5
-58,19.5
-57.5,19.5
-57.5,19
-57.5,19
-57.5,19
-57.5,18.5
-57.5,18.5
-57.5,18.5
-57,17.5
-57.5,18.5
-57.5,18
-57,18
-57.5,17.5
-57,18
-57,17
-57.5,17
-56.5,17
-57,16.5
-56.5,16.5
-56,16.5
-56,16.5
-56,16
-55.5,16
-55.5,15.5
-55.5,15
-55,15.5
-55,15.5
-55,15
-55,15
-55.5,15.5
-53.5,14.5
-54,15
-53.5,14.5
-53.5,14.5
-54,14
-53,14
-52.5,13.5
-52.5,13.5
-52.5,13.5
-53,13.5
-53,13.5
-52.5,13.5
-52,13.5
-52,13
-51,13
-52,12
-50.5,12.5
-51.5,12.5
-51,12.5
-51,12.5
-50.5,12
-50.5,12
-50.5,12.5
-50.5,12.5
-50,11.5
-50,11.5
-50,11
-50,12
-49,11
-49,11
-48.5,11.5
-48.5,11.5
-48.5,10
-49.5,10.5
-49,10
-48.5,10.5
-47.5,10.5
-48,11
-47,10
-47.5,10
-46.5,9.5
-46.5,9
-46.5,8.5
-46,9
-46.5,9.5
-46,9.5
-46,9
-45.5,9.5
-46,8
-46,8
-45.5,8
-45,8.5
-44.5,8
-45,8
-44,8
-44.5,8.5
-44,8
-44.5,8
-44,7.5
-43.5,7.5
-43.5,7.5
-43.5,7.5
-43,7
-43,7
-42,6.5
-42.5,6.5
-42.5,6
-42,6
-41.5,6
-41.5,6.5
-42,6
-41.5,6
-40.5,6
-41,6
-41,5.5
-41,6
-40.5,5.5
-40.5,5.5
-39.5,4.5
-39.5,4.5
-38.5,4.5
-39.5,5
-39.5,4.5
-39,4.5
-38.5,4
-39,4.5
-38,3.5
-37.5,4
-37,3.5
-37.5,3.5
-37,3.5
-36.5,3.5
-37,3.5
-36.5,3.5
-36,3
-36.5,2.5
-36.5,2.5
-36.5,2
-35.5,2.5
-35.5,2
-35.5,2.5
-35,1.5
-34.5,1
-34.5,1
-34.5,0.5
-34,1
-34,1
-34,1
-34,0
-34,0.5
-33,0
-34,0
-33,-0.5
-33,-0.5
-32.5,-0.5
-32.5,-0.5
-32,0
-32,-1
-31.5,-1.5
-32.5,-1
-32,-1.5
-31.5,-1.5
-31.5,-2
-31.5,-2
-31,-2.5
-31.5,-3
-30.5,-2.5
-30.5,-2.5
-30.5,-2.5
-30,-2.5
-29.5,-3
-30,-3
-29.5,-4
-29.5,-4
-29,-4
-28.5,-4
-28.5,-4.5
-28.5,-4.5
-27.5,-4.5
-28,-4.5
-27.5,-5
-27.5,-4.5
-27.5,-5
-27.5,-5
-27.5,-5
-27,-5.5
-27,-6
-26.5,-6
-27,-6.5
-27,-6.5
-25.5,-6
-26,-6.5
-25.5,-7
-25.5,-7
-25.5,-7.5
-25,-7.5
-25,-7.5
-25.5,-7.5
-25,-8
-25,-8
-24.5,-8
-24,-8
-24,-8.5
-23.5,-8
-24,-8.5
-23.5,-8.5
-23,-9.5
-23.5,-9.5
-23.5,-10
-23.5,-10
-23.5,-10
-23.5,-10
-22.5,-10
-22.5,-10.5
-22,-11
-22,-11
-22.5,-11
-22,-11
-22.5,-12
-22,-12
-22,-12
-22,-12
-22,-12.5
-22,-12.5
-22,-13
-21.5,-13
-21.5,-13.5
-21,-14
-21.5,-14
-21.5,-14
-21.5,-15
-22,-15
-22,-15
-21.5,-15
-22,-15.5
-21.5,-15.5
-21.5,-16.5
-21.5,-16
-21,-17
-21,-17
-22,-17.5
-21,-17.5
-21.5,-18
-21.5,-18
-22.5,-18.5
-21.5,-18.5
-23,-19.5
-22.5,-19
-22,-19
-22,-19.5
-22.5,-20.5
-22.5,-20.5
-23,-21.5
-23,-21
-23.5,-21.5
-23.5,-21.5
-24,-22
-23.5,-22
-24,-23
-24,-23.5
-25,-23.5
-24.5,-24
-25,-23.5
-24.5,-24
-25.5,-25
-25,-25
-26,-25.5
-26,-25.5
-27,-26
-27,-26
-27.5,-27
-27,-27
-28,-27.5
-28,-27.5
-28.5,-29
-28.5,-28.5
-28.5,-29
-29,-29.5
-30,-30
-30,-29.5
-31,-31
-31,-30.5
-32,-31.5
-32.5,-31.5
-32,-32.5
-32,-32.5
-33.5,-33.5
-33.5,-33
-34,-33
-34,-33.5
-35,-34.5
-34.5,-34.5
-35,-35
-35.5,-34.5
-37,-36
-36.5,-36
-37.5,-36.5
-37,-37
-38.5,-38
-38,-37.5
-39,-38.5
-39,-38.5
-39,-39.5
-40,-39
-41,-40
-41,-40.5
-42.5,-41.5
-42.5,-41
-43,-42.5
-43.5,-42
-44.5,-43
-45,-43
-45,-44
-45,-44.5
-46.5,-46
-46.5,-45.5
-48,-47
-47,-46.5
-49,-47.5
-49.5,-47.5
-50,-49
-50,-48.5
-51.5,-50
-51,-50
-52.5,-51
-52,-51
-53,-51.5
-53,-51.5
-55,-53
-55,-53
-56,-54
-56.5,-54
-58,-55.5
-58,-55.5
-58.5,-56.5
-59,-57
-59,-58.5
-60,-58
-61,-60
-61,-59.5
-63,-60.5
-63,-60.5
-64,-61.5
-64.5,-62
-65.5,-63.5
-65.5,-63.5
-66.5,-64.5
-66,-64
-67,-65.5
-67.5,-65.5
-68.5,-67
-68.5,-67.5
-69,-69
-69.5,-68.5
-71.5,-70
-71,-70
-73,-71
-72,-71.5
-73.5,-73
-74,-73
-74.5,-74
-75,-74
-75.5,-76
-76,-76
-77,-77.5
-76.5,-77.5
-78.5,-79.5
-78.5,-79
-80.5,-80.5
-81,-81
-81.5,-82
-81.5,-82.5
-82.5,-85
-82.5,-84.5
-83.5,-86.5
-84,-86.5
-85,-88.5
-84.5,-88.5
-86.5,-91
-86.5,-91
-87.5,-92
-87.5,-92.5
-89.5,-95
-89.5,-95
-91,-97
-91,-97
-91.5,-99.5
-92.5,-99
-92.5,-101
-92.5,-101.5
-94,-103.5
-94,-103
-96,-106.5
