116.5,-49
116.5,-49
115.5,-49
115,-49
115.5,-48.5
115,-48
114,-48.5
113.5,-48.5
114,-48
114,-47
112,-47
112,-47
111,-46.5
111,-46.5
110,-45.5
110.5,-45.5
110.5,-45
109.5,-45
109.5,-44
108.5,-45.5
108.5,-45.5
108,-45.5
106.5,-45
107,-44.5
105.5,-44
105.5,-43
105.5,-42.5
105.5,-42.5
105,-42.5
104,-42.5
103.5,-42
103.5,-42
102.5,-42.5
102,-42.5
101.5,-41.5
102,-41
100.5,-40.5
100.5,-40.5
100,-39.5
99,-39.5
99.5,-38.5
99,-39
98,-39
98.5,-38.5
98.5,-39
98.5,-38.5
97.5,-38
97.5,-38.5
96,-37
96.5,-37
95.5,-36
95,-36
94,-36
94,-36
94,-35.5
93.5,-36
93,-35
93,-35.5
92.5,-35
92.5,-35
91.5,-34
92,-34
90.5,-33
91,-33.5
90,-32.5
90,-33
89,-32.5
89,-32.5
88.5,-32.5
88.5,-32
88,-32
88.5,-32
87,-31.5
87.5,-31.5
86.5,-30.5
85.5,-31
85.5,-30
85.5,-30.5
83.5,-30
84.5,-29.5
84,-29.5
84.5,-29.5
84,-29
83.5,-29
82.5,-29
82.5,-28.5
82,-28
82,-27.5
81.5,-27
81.5,-27.5
80.5,-26.5
80.5,-26.5
80,-27
79.5,-26.5
79.5,-26
79.5,-26.5
78.5,-26
79,-26
78,-25
77.5,-25.5
77,-25.5
76.5,-25
76.5,-24.5
76,-24.5
75.5,-24.5
75,-24.5
75,-24
75,-24
74.5,-24
74.5,-23.5
73.5,-23.5
74,-23.5
73,-22.5
73,-22.5
72,-22
72,-22
71.5,-21.5
70.5,-22
71,-21
70.5,-21.5
70.5,-21.5
70.5,-21
69,-20.5
70,-21
68,-20.5
69,-20
68,-19.5
68,-19.5
67.5,-19.5
67,-19
67,-19
66.5,-19
66,-19
66.5,-18.5
65.5,-19
65.5,-18.5
64.5,-18
65.5,-17.5
63.5,-17.5
64.5,-17.5
63,-16.5
63,-16.5
63,-17
62.5,-16.5
62.5,-16.5
62,-16.5
62,-17
62,-16
60.5,-15.5
60.5,-15.5
60.5,-15.5
60,-15
59,-14.5
59,-15.5
59,-14
58.5,-14.5
58.5,-14.5
57.5,-14.5
57.5,-14.5
57.5,-14
57,-14
57,-13.5
56,-13.5
56.5,-13
55.5,-13
55.5,-13
54.5,-12.5
54.5,-13
54.5,-12
54,-12.5
54,-12.5
53.5,-12.5
53,-12
53,-12
52,-11.5
52.5,-11.5
51.5,-11
51.5,-11.5
51,-10.5
51,-11
50,-11
50.5,-10.5
49,-11
49.5,-11
49,-11
49.5,-10
48.5,-10.5
48.5,-10
48,-9.5
48,-10
47,-9
47.5,-9.5
46.5,-9
46.5,-9
46,-9
46,-9.5
45,-8.5
45.5,-8.5
45,-8.5
44.5,-8.5
44,-8
44,-7.5
43.5,-8
43.5,-7.5
43,-7.5
43,-8
42,-7.5
42,-7.5
42,-7
42,-7.5
41,-7
41,-7
40.5,-6.5
40,-6.5
40,-6
39.5,-6
39.5,-6
38.5,-6
38.5,-6
38.5,-5.5
38,-5.5
38,-6
37,-5
37.5,-6
36.5,-5
37,-5
36,-4.5
36.5,-5
35,-4
35.5,-4
35,-4.5
34.5,-4.5
34.5,-4
34.5,-4
33.5,-4.5
34,-4.5
33,-3.5
33,-3.5
32.5,-3.5
32.5,-3.5
32,-3.5
31.5,-3
32,-3
32,-3
31,-3
30.5,-3
30,-2.5
30.5,-3.5
30,-2.5
29.5,-3
29,-2.5
29,-3
28,-3
28,-3
27.5,-2.5
27.5,-2.5
27,-3
27,-3.5
26.5,-2.5
27,-2
26.5,-2.5
26,-2
25.5,-1.5
25.5,-2
