88,50
87,49
87.5,49.5
86.5,48.5
86.5,49
85.5,47.5
86,48
85.5,48
85.5,47
84.5,45.5
85,47
84,46
84.5,46
84,46
84.5,45
82.5,43.5
82.5,44
82.5,44
83.5,44
83.5,44.5
83.5,44.5
83,43.5
83,43.5
82.5,42.5
82.5,43
82.5,43
83,42.5
83,42.5
82.5,42.5
82.5,42
82.5,42
81,40.5
82,41
81.5,40
81.5,40.5
81,39
80.5,39.5
81.5,39
82,39.5
81.5,39
81.5,39
81.5,39
81.5,39
80.5,36.5
80.5,36.5
80.5,36.5
80,36.5
80,36
80.5,36
80,35.5
81,35
80.5,35
80,34.5
80.5,34.5
80,35
80,34
80.5,34.5
80,32.5
80.5,33
80,32
80,32
80,32
80,32.5
79.5,31.5
79.5,31.5
79.5,31
79,31
79.5,30
80,31
79.5,30
79,30
79.5,29
79.5,29
79,29
80,29
79,28.5
79.5,28.5
79.5,28
80,28
79,27
79.5,27.5
79.5,26
79,26.5
79.5,26
79.5,26
79,24.5
78.5,24.5
78.5,24.5
78.5,24.5
78.5,23.5
79,23.5
78.5,23.5
78.5,22.5
78,22.5
78.5,22.5
78.5,21.5
78,22
79,21.5
79,21.5
78,20.5
79,20.5
78.5,19.5
78.5,20
78.5,19
78.5,19
78.5,18.5
78.5,18.5
78,18.5
78.5,18.5
78.5,17.5
78.5,18
78.5,16.5
78.5,16.5
78,16.5
78.5,16.5
78.5,16
78,16
78,15
78.5,16
78,15
77.5,14.5
78,13.5
78,13.5
78,13.5
77.5,13.5
77.5,12.5
78,12.5
77.5,12
77.5,12
78,10.5
78,11
78,10
78,10.5
77.5,9.5
78,9.5
78,9
78,9
77.5,8
78,8
77.5,8
78,7.5
77.5,6.5
77.5,7
77,6
77.5,7
77.5,6
77.5,6.5
78,5
78,5
78,5
77.5,4.5
77.5,4
77.5,3.5
77.5,3.5
77.5,3.5
77.5,2.5
77,2.5
78,2.5
78,2
78,2.5
78,2.5
77,1
78,1
77.5,-0.5
78,0.5
78,0
78,0.5
77.5,-1.5
77.5,-2
77.5,-1.5
77.5,-2.5
77.5,-2.5
78,-3
77.5,-3.5
77.5,-3
78,-3.5
77.5,-4
77.5,-4
77.5,-4
78,-5
78,-5
77.5,-5
77.5,-4.5
78,-5.5
78,-5
77.5,-6.5
78,-6.5
77.5,-7.5
78,-7
77,-8.5
78,-8
77.5,-8
77,-8.5
78,-9.5
78,-10
78,-10
78,-10
77,-10.5
77.5,-10.5
77.5,-11
76.5,-11.5
77.5,-11.5
77,-12
78,-11.5
77.5,-12
77.5,-12.5
78,-12.5
78,-13
78,-13.5
77.5,-14
77.5,-14
78,-15
78,-15
77.5,-16
78,-15.5
77.5,-16
78,-15.5
78.5,-15.5
77.5,-16
78.5,-16
78,-16
78.5,-17.5
78,-17.5
78,-18
78.5,-18
78,-19
77.5,-19
78.5,-19
78,-19
78.5,-20
78,-20
78,-20.5
78,-20
78,-20.5
78,-20
78,-21
78.5,-21.5
77.5,-22
78.5,-22
78,-22
78,-22.5
78.5,-23.5
78,-23.5
78.5,-24.5
78,-24.5
78.5,-24.5
78,-24.5
78,-25.5
78,-25.5
78.5,-25.5
78.5,-25.5
78,-26.5
79,-26.5
78,-26.5
79,-26.5
79,-28
79,-28
78.5,-28
78,-27.5
78.5,-29
78,-28
79,-29.5
78.5,-29
78,-29.5
78.5,-29.5
79,-30
78.5,-30
78.5,-30.5
79,-30.5
79,-32
79,-32
78.5,-32.5
79,-32.5
78.5,-33.5
78.5,-33
78.5,-33
79.5,-33.5
78,-34.5
78.5,-35
78.5,-34.5
78.5,-35
78.5,-35.5
78.5,-35
79,-36
79,-36
79,-37.5
79,-37
78.5,-36.5
78.5,-36
79,-37
78.5,-38
79,-38.5
79,-39
79,-39.5
79,-39
79,-40
79,-40
78.5,-41
79,-41
79.5,-40
79,-40.5
79,-41
78.5,-41
79,-41.5
79,-41.5
78.5,-42
79,-42.5
78.5,-43.5
79,-43.5
79,-44
78.5,-44.5
78.5,-45
79,-44.5
78.5,-45
79.5,-45.5
79,-46
79,-46
78.5,-45
79,-45
79,-47
78.5,-47.5
79,-47
79.5,-47
79,-47.5
79.5,-47
79.5,-48
80.5,-47.5
79,-49
79.5,-48.5
79.5,-49
79,-49
79.5,-50
79.5,-50
79.5,-49.5
79.5,-50
79,-51
79,-52
79,-51.5
79,-52
79.5,-53
79.5,-53
79,-53
79,-53
79.5,-53
78.5,-53
79.5,-54.5
79.5,-54.5
78.5,-55.5
79.5,-55
78.5,-55.5
79.5,-56
79,-56
79.5,-56
78.5,-57
79,-57
79.5,-58
79,-57.5
79,-58
79,-58.5
79,-59
79.5,-59
79,-59
79,-60
79,-60
78.5,-59.5
79,-60.5
79,-60.5
79,-61
79.5,-61
78.5,-62
79,-61
79,-62
79,-62
79.5,-63
79,-63.5
79,-64.5
79,-64.5
79,-65
78.5,-65
79,-65.5
78.5,-65.5
79,-65.5
78.5,-65.5
79,-66
79,-66
79,-66.5
78.5,-66.5
78.5,-67
79,-66.5
79,-68
79,-68
79,-68.5
78.5,-68
79,-69
79,-69
79,-69.5
78.5,-69.5
79.5,-69.5
79,-69.5
78.5,-70
79,-70
78.5,-72
79,-72.5
78.5,-73
78.5,-73
78.5,-73
78.5,-73.5
78.5,-74
78.5,-74
78.5,-74
78.5,-74
78.5,-75.5
78.5,-76
78.5,-76
78.5,-76
78.5,-76.5
78.5,-76.5
78,-77.5
78,-78
78,-79
78.5,-78.5
77.5,-79.5
78,-79.5
78,-80
